song,artist,url,lyrics,year
Breakfast at Tiffany's,Deep Blue Something,https://www.azlyrics.com/lyrics/deepbluesomething/breakfastattiffanys.html,"You'll say, we've got nothin' in common
No common ground to start from
And we're falling apart
You'll say, the world has come between us
Our lives have come between us
Still I know you just don't care

And I said what about Breakfast at Tiffany's?
She said I think I remember the film
And as I recall I think, we both kind o' liked it
And I said well that's, the one thing we've got

I see you,  the only one who knew me
But now your eyes see through me
I guess I was wrong
So what now?  
It's plain to see we're over
And I hate when things are over
When so much is left undone

And I said what about Breakfast at Tiffany's?
She said I think I remember the film
And as I recall I think, we both kind o' liked it
And I said well that's, the one thing we've got

You'll say, that we've got nothin' in common
No common ground to start from
And we're falling apart
You'll say the world has come between us
Our lives have come between us
Still I know you just don't care

And I said what about Breakfast at Tiffany's?
She said I think I remember the film
And as I recall I think, we both kind o' liked it
And I said well that's, the one thing we've got

And I said what about Breakfast at Tiffany's?
She said I think I remember the film
And as I recall I think, we both kind o' liked it
And I said well that's, the one thing we've got

And I said what about Breakfast at Tiffany's?
She said I think I remember the film
And as I recall I think, we both kind o' liked it
And I said well that's, the one thing we've got",1993
Do The Whirlwind,Architecture in Helsinki,https://www.azlyrics.com/lyrics/architectureinhelsinki/dothewhirlwind.html,"She said you'd given up, 
Your folks told me you should be left alone, 
on a mountain top 
knocking the aeroplanes down with stones. 

Do the whirlwind 
and carry the hope that stings all night long, 
Don't abandon him 
'cause he quivers when he hears your song.

Believe me, it's safe to see,
At least be confused about right and wrong, 
Plan to settle down, 
Over the moon under the sun. 

Do the whirlwind, 
and shotgun the seat that beats (beats) 
Hanging on to the one you love 
To keep, keepin', sleepin', dreamin' on. 

Folks given up under the quivers and lines, 
You do the whirlwind, 
Don't abandon, 
Get a handle of yourself, son

(Ohhh... ohh ohh ohh ohh...)
(Do the whirlwind, do the whirlwind...)",2005
Candyman,Christina Aguilera,https://www.azlyrics.com/lyrics/christinaaguilera/candyman.html,"Tarzan and Jane were swingin' on a vine
Candyman, Candyman
Sippin' from a bottle of vodka double wine
Sweet sugar candy man [whispered]

I met him out for dinner on a Friday night
He really had me working up an appetite
He had tattoos up and down his arm
There's nothing more dangerous than a boy with charm
He's a one stop shop, makes the panties drop
He's a sweet-talkin', sugar coated candy man
A sweet-talkin', sugar coated candyman

Oh yeah..

He took me to the Spider Club at Hollywood and Vine
We drank champagne and we danced all night
We shook the paparazzi for a big surprise
the gossip tonight will be tomorrow's headline

He's a one stop shop, makes my cherry pop
He's a sweet-talkin', sugar coated candy man
A sweet-talkin', sugar coated candyman

Se bop bop
Hey yeah
...

He's a one stop shop, makes my cherry pop
He's a sweet-talkin', sugar coated candy man oh
A sweet-talkin', sugar coated candyman

Woo yeah

Well by now I'm getting all bothered and hot
When he kissed my mouth he really hit the spot
He had lips like sugar cane
Good things come to boys who wait

Tarzan and Jane were swingin' on a vine
Candy man, candy man
Sipping from a bottle of vodka double wine
Candy man, candy man

Sweet sugar candy man [whispered]
He's a one stop, gotcha hot, making all the panties drop
Sweet sugar candy man [whispered]
He's a one stop, got me hot, making my uh pop
Sweet sugar candy man [whispered]
He's a one stop, get it while it's hot, baby don't stop
Sweet sugar [whispered]

He got those lips like sugar cane
Good things come for boys who wait

He's a one stop shop with a real big uh
He's a sweet-talkin', sugar coated candyman [x3]

Tarzan and Jane were swingin' on a vine [x2]
Sippin' from a bottle of vodka double wine [x2]
Jane lost her grip and a-down she fell [x2]
Squared herself away as she let out a yell [x2]",2006
Lady Madonna,The Beatles,https://www.azlyrics.com/lyrics/beatles/ladymadonna.html,"Lady Madonna, children at your feet
Wonder how you manage to make ends meet
Who finds the money when you pay the rent
Did you think that money was Heaven sent?
Friday night arrives without a suitcase
Sunday morning creeping like a nun
Monday's child has learned to tie his bootlace
See how they run

Lady Madonna, baby at your breast
Wonders how you manage to feed the rest?

See how they run

Lady Madonna lying on the bed
Listen to the music playing in your head

Tuesday afternoon is never ending
Wednesday morning papers didn't come
Thursday night your stockings needed mending
See how they run

Lady Madonna, children at your feet
Wonder how you manage to make ends meet",ompi
When Did Your Heart Go Missing,Rooney,https://www.azlyrics.com/lyrics/rooney/whendidyourheartgomissing.html,"Love don't come so easily
This doesn't have to end in tragedy
I have you and you have me
We're one in a million
Why can't you see?

I'm waiting, waiting for nothing
You're leaving, leaving me hanging
When did your heart go missing?
When did your heart go missing?
I treat you like a princess
But your life is just one big mess
When did your heart go missing?
When did your heart go missing, yeah?

I meant every word I said
I never was lying when we talked in bed
I'm retracing every step in my head
What did I miss back then?
I was so, so misled

I'm waiting, waiting for nothing
You're leaving, leaving me hanging
When did your heart go missing?
When did your heart go missing?
I treat you like a princess
But your life is just one big mess
When did your heart go missing?
When did your heart go missing?

I don't understand
How could you forget what we had,
It's so wrong

I'm waiting, waiting for nothing
You're leaving, leaving me hanging
When did your heart go missing?
When did your heart go missing?
I treat you like a princess
But your life is just one big mess
When did your heart go missing?
When did your heart go missing?

Yeah!

Things were so good
We had a little dream
A little dream together
Buy a house, settle down, do our thing
But you disappeared on me
And your heart, your heart went missin'
I don't know how to find it
I don't know where it is
I don't know where your heart went
It was here just the other day
Now it's gone
I'm gonna call the police
Call the investigator, the heart investigator",2007
Eight Days a Week,The Beatles,https://www.azlyrics.com/lyrics/beatles/eightdaysaweek.html,"Ooh, I need your love, babe
Guess you know it's true
Hope you need my love, babe
Just like I need you

Hold me, love me, hold me, love me
Ain't got nothing but love, babe
Eight days a week.

Love you every day, girl
Always on my mind
One thing I can say, girl
Love you all the time

Hold me, love me, hold me, love me
Ain't got nothing but love, girl
Eight days a week.

Eight days a week
I love you
Eight days a week
Is not enough to show I care

Ooh, I need your love, babe
Guess you know it's true
Hope you need my love, babe
Just like I need you

Hold me, love me, hold me, love me
Ain't got nothing but love, babe
Eight days a week

Eight days a week
I love you
Eight days a week
Is not enough to show I care

Love you every day, girl
Always on my mind
One thing I can say, girl
Love you all the time

Hold me, love me, hold me, love me
Ain't got nothing but love, babe
Eight days a week
Eight days a week
Eight days a week",1964
Loose Lips,Kimya Dawson,https://www.azlyrics.com/lyrics/kimyadawson/looselips.html,"Loose lips might sink ships but loose kisses take trips
To San Francisco, double dutch disco,
Tech TV hottie, do it for Scotty
Do it for the living and do it for the dead
Do it for the monsters under your bed
Do it for the teenagers and do it for your mom
Broken hearts hurt but they make us strong and

We won't stop until somebody calls the cops
And even then we'll start again and just pretend that
Nothing ever happened

We won't stop until somebody calls the cops
And even then we'll start again and just pretend that
Nothing ever happened

We're just dancing, we're just hugging,
Singing, screaming, kissing, tugging
On the sleeve of how it used to be
How's it gonna be?
I'll drop kick russell stover, move into the starting over house
And know matt rouse and jest are watching me achieve my dreams

And we'll pray, all damn day, every day,
That all this shit our president has got us in will go away
While we strive to figure out a way we can survive
These trying times without losing our minds

So if you wanna burn yourself remember that I LOVE YOU
And if you wanna cut yourself remember that I LOVE YOU
And if you wanna kill yourself remember that I LOVE YOU
Call me up before you're dead, we can make some plans instead
Send me an IM, I'll be your friend

Shysters live from scheme to scheme but my 4th quarter pipe dreams
Are seeming more and more worth fighting for
So I'll curate some situations, make my job a big vacation
And I'll say FUCK BUSH AND FUCK THIS WAR
My war paint is sharpie ink and I'll show you how much my shit stinks
And ask you what you think because your thoughts and words are powerful
They think we're disposable, well both my thumbs opposable
Are spelled out on a double word and triple letter score

And we won't stop until somebody calls the cops
And even then we'll start again and just pretend that
Nothing ever happened

We won't stop until somebody calls the cops
And even then we'll start again and just pretend that
Nothing ever happened

We won't stop until somebody calls the cops
And even then we'll start again and just pretend that
Nothing ever happened

We won't stop until somebody calls the cops
And even then we'll start again and just pretend that
Nothing ever happened

We're just dancing, we're just hugging,
Singing, screaming, kissing, tugging
On the sleeve of how it used to be",2006
I Feel Fine,The Beatles,https://www.azlyrics.com/lyrics/beatles/ifeelfine.html,"Baby's good to me, you know
She's happy as can be, you know
She said so
I'm in love with her and I feel fine

Baby says she's mine, you know
She tells me all the time, you know
She said so
I'm in love with her and I feel fine

I'm so glad that she's my little girl
She's so glad, she's telling all the world

That her baby buys her things, you know
He buys her diamond rings, you know
She said so
She's in love with me and I feel fine, mmm

Baby says she's mine, you know
She tells me all the time, you know
She said so
I'm in love with her and I feel fine

I'm so glad that she's my little girl
She's so glad, she's telling all the world

That her baby buys her things, you know
He buys her diamond rings, you know
She said so
She's in love with me and I feel fine
She's in love with me and I feel fine, mmm, mmm",1988
All the Small Things,blink-182,https://www.azlyrics.com/lyrics/blink182/allthesmallthings.html,"All the small things
True care, truth brings
I'll take one lift
Your ride best trip

Always I know
You'll be at my show
Watching, waiting, commiserating

Say it ain't so,
I will not go,
Turn the lights off,
Carry me home

Na, na...

Late night, come home
Work sucks, I know
She left me roses by the stairs,
Surprises, let me know she cares

Say it ain't so,
I will not go,
Turn the lights off,
Carry me home

Na, na...

Say it ain't so,
I will not go,
Turn the lights off,
Carry me home

Keep your head still,
I'll be your thrill,
The night will go on,
My little windmill

Say it ain't so,
I will not go,
Turn the lights off,
Carry me home

Keep your head still,
I'll be your thrill,
The night will go on,
The night will go on,
My little windmill",1999
My Interpretation,Mika,https://www.azlyrics.com/lyrics/mika/myinterpretation.html,"You talk about life, you talk about death
And everything in between
Like it's nothing, and the words are easy
You talk about me, and you talk about you
And everything I do
Like it's something, that needs repeating
I don't need an alibi oh for you to realize
The things we left unsaid
Are only taking space up in our heads
Make it my fault, win the game
Point the finger, place the blame
You toss me up and down
It doesn't matter now

'Cause I don't care if I ever talk to you again
This is not about emotion
I don't need a reason not to care what you say
Or what happened in the end
This is my interpretation
And it don't, don't make sense

The first two weeks turn into ten
I hold my breath and wonder when it'll happen
Does it really matter?
If half of what you said is true
And half of what I didn't do could be different
Would it make it better?
If we forget the things we know
Would we have somewhere to go?
The only way is down, I can see that now

'Cause I don't care if I ever talk to you again
This is not about emotion
I don't need a reason not to care what you say
Or what happened in the end
This is my interpretation
And it don't, don't make sense

It's really not such a sacrifice

If I ever talk to you again
This is not about emotion
I don't need a reason not to care what you say
Or what happened in the end
This is my interpretation
And it don't, don't make sense

And it don't have to make no sense to you at all
'Cause this is my interpretation, yeah, yeah, yeah",2007
Sweetness,Jimmy Eat World,https://www.azlyrics.com/lyrics/jimmyeatworld/sweetness.html,"If you're listening
Sing it back
String from your tether unwinds
(string from your tether unwinds)
Up and outward to bind
(Up and outward to bind)

I was spinning free
With a little sweet
And simple numbing me

Are you listening?
Sing it back
So tell me what do I need
(tell me what do I need)
When words lose their meaning
(When words lose their meaning)

I was spinning free
With a little sweet
And simple numbing me

Yeah, stumble 'til you crawl
Sinking into sweet uncertainty

Are you listening? Are you listening?

If you're listening
If you're listening. Are you listening?
Sing it back
If you're listening. Are you listening?

And I'm still running away
I'm still running away
I won't play your hide and seek game
(Your hide and seek game)

I was spinning free
With a little sweet
And simple numbing me

What a dizzy dance
This sweetness will not be concerned with me
No the sweetness will not be concerned with me
No the sweetness will not be concerned with me",2001
Canned Heat,Jamiroquai,https://www.azlyrics.com/lyrics/jamiroquai/cannedheat.html,"You know this boogie is for real

I used to buy my faith in worship
But then my chance to get to Heaven slipped
I used to worry about the future
But then I throw my caution to the wind
I had no reason to be care free
No no no, until I took a trip to the other side of town
Yeah yeah yeah, you know I heard that boogie rhythm
Hey- I had no choice but to get down down down down

Dance, nothing left for me to do but dance
Off these bad times I'm going through just dance
Got canned heat in my heals tonight baby

I feel the thunder see the lightning
I know this anger's heaven sent
So I've got to hang out all my hang-ups
Because of the boogie I feel so hell bent, hey hey
It's just an instant gut reaction, that I got
I know I never ever felt like this before
I don't know what to do
But then that's nothing new
Stuck between hell and high water
I need a cure to make it through

Hey
Dance, yeah, nothing left for me to do but dance
Off these bad times I'm going through just dance
Hey got canned heat in my heals tonight baby
You know know know I'm gonna dance yeah
Off all the nasty things that people say, dance, yeah
But I'm gonna make it anyway
Dance, got canned heat in my heels tonight, baby
You know I got canned heat in my heels

You know this boogie is for real

Only the wind can know the answers
And she cries to me when I'm asleep
She says you know that you can go much faster
I know that people's talk can be so cheap, hey, hey
I've got this voodoo child in-veined on me
I'm gonna use this power to ascend
You know I've got these running heels to use
Sometimes there's no way I lose
I was born to run and built to last
You never see my feet cause they move so fast

Dance, yeah, nothing left for me to do but dance
Off these bad times I'm going through, just dance, hey
Got canned heat in my heels, tonight, baby
Hey, I've got to dance, yeah
Off the nasty things that people say, dance, yeah
But I'm gonna make it anyway
Dance, got canned heat in my heels tonight, baby

You know this boogie is for real
Got so much canned heat in my heels, yeah
Gonna dance, gonna dance those blues away tonight
You know I'm gonna dance my blues away
You know this boogie is for real
Got so much canned heat in my heels, yeah
Gonna dance, gonna dance my blues away tonight

Dance, come on! Got canned heat in my heels tonight
Dance! Canned heat in my heels tonight
Dance! (alright) Canned heat in my heels tonight, baby
Hey, got so much

Dance
Hey, DJ, let the music play (Let the music play, yeah)
I'm gonna live this party life (I wanna live this party life)
Hey, DJ, throw my cares away (Let the music play, yeah)
I'm gonna live this party life (I wanna live this party life)
Hey, DJ, let the music play (I wanna live this party life)
I'm gonna live this party life (I wanna live this party life)
Hey, DJ, let the music play (Party life, party life)
I'm gonna live this party life (I wanted, I wanted to go home)

You know that this boogie is for real (Dance!)
Got so much canned heat in my heels (Dance!)
Gonna dance, gonna dance my blues away tonight (Dance!)
You know, you know this boogie, this boogie is for real (Dance!)
Got so much canned heat, canned heat in my heels (Dance!)
You know, I'm gonna dance my blues away tonight (Dance!)",1999
Two Doors Down,Mystery Jets,https://www.azlyrics.com/lyrics/mysteryjets/twodoorsdown.html,"I think I'm in love,
With the girl next door
It's driving me crazy
I can't take it any more
I hear her playing the drums late at night
The neighbours complain but that's the kind of girl I like

And maybe I should call her up
And buy her a round
Maybe I should move to another town
But when I hear those drums late at night
I know I'm in love
With a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love

She and her friends sit at the back of the bus
But I'm always to shy to work the courage up
I hear that she likes to dance around the room
To a worn out 12"" of Marquee Moon

And maybe I should say ""What's up?""
And buy her a round
Or take her for a spin around the town
Cos when I hear those drums late at night
I know I'm in love
With a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love
Two doors down
I think I'm in love
I think I'm in love with a girl who lives
Two doors down
I think I'm in love
Two doors down
I think I'm in love
I think I'm in love with a girl who lives
Two doors down
I think I'm in love with a girl who lives

And maybe I should call her up
And buy her a round
And one day we could move to another town
Cos when I hear those drums late at night
I know I'm in love
In love with a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love with a girl who lives
Two doors down
I think I'm in love
Two doors down
I think I'm in love
I think I'm in love with a girl who lives
Two doors down
I think I'm in love
Two doors down
I think I'm in love
I think I'm in love with a girl who lives
Two doors down

I think I'm in love with a girl who lives",2008
