song,artist,url,lyrics,year
Someone Like You,Adele,https://www.azlyrics.com/lyrics/adele/someonelikeyou.html,"I heard that you're settled down
That you found a girl and you're married now.
I heard that your dreams came true.
Guess she gave you things I didn't give to you.

Old friend, why are you so shy?
Ain't like you to hold back or hide from the light.

I hate to turn up out of the blue uninvited
But I couldn't stay away, I couldn't fight it.
I had hoped you'd see my face and that you'd be reminded
That for me it isn't over.

Never mind, I'll find someone like you
I wish nothing but the best for you too
Don't forget me, I beg
I'll remember you said,
""Sometimes it lasts in love but sometimes it hurts instead,
Sometimes it lasts in love but sometimes it hurts instead""

You know how the time flies
Only yesterday was the time of our lives
We were born and raised
In a summer haze
Bound by the surprise of our glory days

I hate to turn up out of the blue uninvited
But I couldn't stay away, I couldn't fight it.
I'd hoped you'd see my face and that you'd be reminded
That for me it isn't over.

Never mind, I'll find someone like you
I wish nothing but the best for you too
Don't forget me, I beg
I'll remember you said,
""Sometimes it lasts in love but sometimes it hurts instead.""

Nothing compares
No worries or cares
Regrets and mistakes
They are memories made.
Who would have known how bittersweet this would taste?

Never mind, I'll find someone like you
I wish nothing but the best for you
Don't forget me, I beg
I'll remember you said,
""Sometimes it lasts in love but sometimes it hurts instead"".

Never mind, I'll find someone like you
I wish nothing but the best for you too
Don't forget me, I beg
I'll remember you said,
""Sometimes it lasts in love but sometimes it hurts instead,
Sometimes it lasts in love but sometimes it hurts instead.""",2011
Without You I'm Nothing,Placebo,https://www.azlyrics.com/lyrics/placebo/withoutyouimnothing.html,"Strange infatuation seems to grace the evening tide
I'll take it by your side
Such imagination seems to help the feeling slide
I'll take it by your side
Instant correlation sucks and breeds a pack of lies
I'll take it by your side
Over-saturation curls the skin and tans the hide
I'll take it by your side

Tick - tock
Tick - tock
Tick - tock
Tick - tick - tick - tick
Tick - tock

I'm unclean, a libertine
And every time you vent your spleen
I seem to lose the power of speech
You're slipping slowly from my reach
You grow me like an evergreen
You've never seen the lonely me at all

I
Take the plan, spin it sideways
I
Fall
Without you, I'm Nothing
Without you, I'm nothing
Without you, I'm nothing
Take the plan, spin it sideways
Without you, I'm nothing at all",1998
Needle in the Hay,Elliott Smith,https://www.azlyrics.com/lyrics/elliottsmith/needleinthehay.html,"Your hand on his arm
Haystack charm around your neck
Strung out and thin
Calling some friend trying to cash some check
He's acting dumb
That's what you've come to expect

Needle in the hay
Needle in the hay
Needle in the hay
Needle in the hay

He's wearing your clothes
Head down to toes a reaction to you
You say you know what he did
But you idiot kid
You don't have a clue
Sometimes they just get caught in the eye
You're pulling him through

Needle in the hay
Needle in the hay
Needle in the hay
Needle in the hay

Now on the bus
Nearly touching this dirty retreat
Falling out
6th and Powell, a dead sweat in my teeth
Gonna walk, walk, walk
Four more blocks plus the one in my brain
Down downstairs to the man
He's gonna make it all okay
I can't be myself
I can't be myself and I don't want to talk
I'm taking the cure so I can be quiet wherever I want
So leave me alone
You ought to be proud that I'm getting good marks

Needle in the hay
Needle in the hay
Needle in the hay
Needle in the hay
Needle in the hay
Needle in the hay
Needle in the hay
Needle in the hay",1995
Casimir Pulaski Day,Sufjan Stevens,https://www.azlyrics.com/lyrics/sufjanstevens/casimirpulaskiday.html,"2, 3, 4

Goldenrod and the 4H stone
The things I brought you
When I found out you had cancer of the bone

Your father cried on the telephone
And he drove his car into the Navy yard
Just to prove that he was sorry

In the morning, through the window shade
When the light pressed up against your shoulder blade
I could see what you were reading

All the glory that the Lord has made
And the complications you could do without
When I kissed you on the mouth

Tuesday night at the Bible study
We lift our hands and pray over your body
But nothing ever happens

I remember at Michael's house
In the living room when you kissed my neck
And I almost touched your blouse

In the morning, at the top of the stairs
When your father found out what we did that night
And you told me you were scared

All the glory when you ran outside
With your shirt tucked in and your shoes untied
And you told me not to follow you

Sunday night when I cleaned the house
I found the card where you wrote it out
With the pictures of your mother

On the floor at the great divide
With my shirt tucked in and my shoes untied
I am crying in the bathroom

In the morning when you finally go
And the nurse runs in with her head hung low
And the cardinal hits the window

In the morning in the winter shade
On the first of March, on the holiday
I thought I saw you breathing

All the glory that the Lord has made
And the complications when I see his face
In the morning in the window

All the glory when he took our place
But he took my shoulders and he shook my face
And he takes and he takes and he takes",2005
Early Winter,Gwen Stefani,https://www.azlyrics.com/lyrics/gwenstefani/earlywinter.html,"You, you know how to get me so low
My heart had a crash when we spoke
I can't fix what you broke
You, you always have a reason
Again & again this feelin'
Why do I give in?
& I always was, always was one for crying
I always was one for tears

[CHORUS]
The sun's getting cold, It's snowing
Looks like an Early Winter for us
Looks like an Early Winter for us
An Early Winter
Oh I need you to turn me over

It's sad the map of the world is on you
The moon gravitates around you
The seasons escape you
& I always was, always was one for crying
I always was one for tears
No, I never was, never was one for lying
You lied to me all of these years

[CHORUS]

The sun's getting cold, It's snowing
Looks like an Early Winter for us
Looks like an Early Winter for us
An Early Winter
Oh I need you to turn me over

Why?
Why do you act so stupid?
Why?
You know that I'm always right

[CHORUS]
It looks like an Early Winter for us
It hurts & I can't remember sunlight
An Early Winter for us
The leaves are changing colour for us
& it gets too much, yeah it gets so much
Starting over & over & over again
& it gets too much, yeah it gets so much
Starting over & over & over again
& it gets too much, yeah it gets so much
It looks like an Early Winter for us",2006
The Show Must Go On,Queen,https://www.azlyrics.com/lyrics/queen/theshowmustgoon.html,"Empty spaces.
What are we living for?
Abandoned places.
I guess we know the score.

On and on.
Does anybody know what we are looking for?

Another hero,
Another mindless crime
Behind the curtain
In the pantomime.

Hold the line.
Does anybody want to take it anymore?

Show must go on.
Show must go on.
Inside my heart is breaking.
My make-up may be flaking.
But my smile still stays on.

Whatever happens,
I'll leave it all to chance.
Another heartache,
Another failed romance.

On and on.
Does anybody know what we are living for?

I guess I'm learning.
I must be warmer now.
I'll soon be turning
'Round the corner now.

Outside the dawn is breaking,
But inside in the dark I'm aching to be free.

Show must go on.
Show must go on.
Inside my heart is breaking.
My make-up may be flaking,
But my smile still stays on.

My soul is painted like the wings of butterflies.
Fairytales of yesterday will grow but never die.
I can fly, my friends.

Show must go on.
Show must go on.
I'll face it with a grin.
I'm never giving inâ
Ohâwith the show.

I'll top the bill,
I'll overkill.
I have to find the will to carry on with the show.
On with the show.

Show must go on.",1991
Why Does My Heart Feel So Bad?,Moby,https://www.azlyrics.com/lyrics/moby/whydoesmyheartfeelsobad.html,"Why does my heart feel so bad?
Why does my soul feel so bad?
...

These open doors...",1999
I Go to Sleep,Sia,https://www.azlyrics.com/lyrics/sia/igotosleep.html,"When I look up from my pillow
I dream you are there with me
Though you are far away
I know you'll always be near to me

I go to sleep
And imagine that you're there with me
I go to sleep
And imagine that you're there with me

I look around me
And feel you are ever so close to me
Each tear that flows from my eye
Brings back memories of you to me

I go to sleep
And imagine that you're there with me
I go to sleep
And imagine that you're there with me

But I was wrong, I will cry
I will love you 'til the day I die
You alone, you alone and no one else
You were meant for me

When morning comes again
I have the loneliness you left me
Each day drags by
Until finally night time descends on me

I go to sleep
And imagine that you're there with me
I go to sleep
And imagine that you're there with me",2008
Skinny Love,Bon Iver,https://www.azlyrics.com/lyrics/boniver/skinnylove.html,"Come on skinny love just last the year
Pour a little salt we were never here
My, my, my, my, my, my, my, my
Staring at the sink of blood and crushed veneer

I tell my love to wreck it all
Cut out all the ropes and let me fall
My, my, my, my, my, my, my, my
Right in this moment this order's tall

And I told you to be patient
And I told you to be fine
And I told you to be balanced
And I told you to be kind
And in the morning I'll be with you
But it will be a different ""kind""
I'll be holding all the tickets
And you'll be owning all the fines

Come on skinny love what happened here
Suckle on the hope in light brassiere
My, my, my, my, my, my, my, my
Sullen load is full; so slow on the split

And I told you to be patient
And I told you to be fine
And I told you to be balanced
And I told you to be kind
And now all your love is wasted?
Then who the hell was I?

Now I'm breaking at the britches
And at the end of all your lines
Who will love you?
Who will fight?
Who will fall far behind?
Ooh, ooh",2008
Transatlanticism,Death Cab for Cutie,https://www.azlyrics.com/lyrics/deathcabforcutie/transatlanticism.html,"The Atlantic was born today and I'll tell you how...
The clouds above opened up and let it out.

I was standing on the surface of a perforated sphere
When the water filled every hole.
And thousands upon thousands made an ocean,
Making islands where no island should go.
Oh no.

Those people were overjoyed; they took to their boats.
I thought it less like a lake and more like a moat.
The rhythm of my footsteps crossing flatlands to your door have been silenced forever more.
The distance is quite simply much too far for me to row
It seems farther than ever before
Oh no.

I need you so much closer [x8]

[instrumental break]

I need you so much closer [x4]
So come on, come on [x4]",2003
My Sweet Prince,Placebo,https://www.azlyrics.com/lyrics/placebo/mysweetprince.html,"Never thought you'd make me perspire.
Never thought I'd do you the same.
Never thought I'd fill with desire.
Never thought I'd feel so ashamed.

Me and the dragon can chase all the pain away.
So before I end my day, remember..
My sweet prince, you are the one
My sweet prince
you are the one

Never thought I'd have to retire
Never thought I'd have to abstain
Never thought all this could back fire
Close up the hole in my vain

Me and my valuable friend
can fix all the pain away
So before I end my day
remember
My sweet prince
you are the one
My sweet prince
you are the one
you are the one
you are the one
you are the one
you are the one

Never thought I'd get any higher
Never thought you'd fuck with my brain
Never thought all this could expire
Never thought you'd go break the chain

Me and you baby,
still flush all the pain away
So before I end my day
remember
My sweet prince
you are the one
My sweet prince
you are the one
you are the one
you are the one
you are the one
you are the one
you are the one
you are the one
you are the one
you are the one
My sweet prince
My sweet prince",1998
And All That Could Have Been,Nine Inch Nails,https://www.azlyrics.com/lyrics/nineinchnails/andallthatcouldhavebeen.html,"Breeze still carries the sound
Maybe I'll disappear
Tracks will fade in the snow
You won't find me here

Ice is starting to form
Ending what had begun
I am locked in my head
With what I've done
I know you tried to rescue me
Didn't let anyone get in
Left with a trace of all that was
And all that could have been

Please
Take this
And run far away
Far away from me
I am
Tainted
The two of us
Were never meant to be
All these
Pieces
And promises and left behinds
If only I could see
In my
Nothing
You meant everything
Everything to me
Gone fading everything
And all that could have been

Gone.. fading..
Everything..
And..
All that..
Ccould have been..

Please
Take this
And run far away
Far as you can see
I am
Tainted
And happiness and peace of mind
Were never meant for me
All these
Pieces
And promises and left behinds
If only I could see
In my
Nothing
You meant everything
Everything to me",
Miserable at Best,Mayday Parade,https://www.azlyrics.com/lyrics/maydayparade/miserableatbest.html,"Katie, don't cry, I know
You're trying your hardest
And the hardest part is
Letting go of the nights we shared
Ocala is calling
And you know it's haunting
But compared to your eyes
Nothing shines quite as bright
And when we look to the sky
It's not mine, but I want it so

Let's not pretend like you're alone tonight
(I know he's there and)
You're probably hanging out and making eyes
(While across the room he stares)
I'll bet he gets the nerve to walk the floor
And ask my girl to dance, and she'll say yes

Because these words were never easier for me to say
Or her to second guess
But I guess
That I can live without you but
Without you I'll be miserable at best

You're all that I hoped I'd find
In every single way
And everything I would give
Is everything you couldn't take
'Cause nothing feels like home,
You're a thousand miles away
And the hardest part of living
Is just taking breaths to stay
'Cause I know I'm good for something
I just haven't found it yet
But I need it

So let's not pretend like you're alone tonight
(I know he's there and)
You're probably hanging out and making eyes
(While across the room he stares)
I'll bet he gets the nerve to walk the floor
And ask my girl to dance, and she'll say yes

Because these words were never easier for me to say
Or her to second guess
But I guess
That I can live without you but
Without you I'll be miserable at best

Ladada ladada ladadaoh ohhh

And this'll be the first time in a week
That I'll talk to you and I can't speak
It's been three whole days since I've had sleep
'Cause I dream of his lips on your cheek
And I got the point that I should leave you alone
But we both know that I'm not that strong and
I miss the lips that made me fly

So let's not pretend like you're alone tonight
(I know he's there and)
You're probably hanging out and making eyes
(While across the room he stares)
I'll bet he gets the nerve to walk the floor
And ask my girl to dance, and she'll say yes

Because these words were never easier
For me to say or her to second guess
But I guess
That I can live without you but
Without you I'll be miserable
And I can live without you
But without you I'll be miserable
And I can live without you
Oh, without you I'll be miserable at best",2007
Perfect Day,Lou Reed,https://www.azlyrics.com/lyrics/loureed/perfectday.html,"Just a perfect day
Drink sangria in the park
And then later, when it gets dark
We go home

Just a perfect day
Feed animals in the zoo
Then later a movie, too
And then home

Oh, it's such a perfect day
I'm glad I spent it with you
Oh, such a perfect day
You just keep me hanging on
You just keep me hanging on

Just a perfect day
Problems all left alone
Weekenders on our own
It's such fun

Just a perfect day
You made me forget myself
I thought I was someone else
Someone good

Oh, it's such a perfect day
I'm glad I spent it with you
Oh, such a perfect day
You just keep me hanging on
You just keep me hanging on

You're going to reap just what you sow
You're going to reap just what you sow
You're going to reap just what you sow
You're going to reap just what you sow",1972
Comfortably Numb,Pink Floyd,https://www.azlyrics.com/lyrics/pinkfloyd/comfortablynumb.html,"Hello
Is there anybody in there?
Just nod if you can hear me
Is there anyone at home?

Come on now
I hear you're feeling down
Well, I can ease your pain
And get you on your feet again

Relax
I'll need some information first
Just the basic facts
Can you show me where it hurts?

There is no pain, you are receding
A distant ship smoke on the horizon
You are only coming through in waves
Your lips move but I can't hear what you're saying
When I was a child I had a fever
My hands felt just like two balloons
Now I've got that feeling once again
I can't explain, you would not understand
This is not how I am
I have become comfortably numb

I have become comfortably numb

O.K.
Just a little pin prick
There'll be no more aaaaaaaah!
But you may feel a little sick

Can you stand up?
I do believe it's working, good
That'll keep you going through the show
Come on, it's time to go

There is no pain you are receding
A distant ship smoke on the horizon
You are only coming through in waves
Your lips move but I can't hear what you're saying
When I was a child
I caught a fleeting glimpse
Out of the corner of my eye
I turned to look but it was gone
I cannot put my finger on it now
The child is grown
The dream is gone
I have become comfortably numb",1979
Song to Say Goodbye,Placebo,https://www.azlyrics.com/lyrics/placebo/songtosaygoodbye.html,"You are one of God's mistakes,
You crying, tragic waste of skin,
I'm well aware of how it aches ,
And you still won't let me in.
Now I'm breaking down your door,
To try and save your swollen face ,
Though I don't like you anymore,
You lying, trying waste of space..

Before our innocence was lost,
You were always one of those ,
Blessed with lucky sevens ,
And the voice that made me cry .
My Oh My.

You were mother nature's son ,
Someone to whom I could relate ,
Your needle and your damage done,
Remains a sordid twist of fate.
Now I'm trying to wake you up ,
To pull you from the liquid sky ,
Coz if I don't we'll both end up ,
With just your song to say goodbye.
My Oh My.

A song to say goodbye,
A song to say goodbye ,
A song to say...

Before our innocence was lost,
You were always one of those,
Blessed with lucky sevens,
And the voice that made me cry.

It's a song to say goodbye.",2006
Stop Crying Your Heart Out,Oasis,https://www.azlyrics.com/lyrics/oasis/stopcryingyourheartout.html,"Hold up
Hold on
Don't be scared
You'll never change what's been and gone

May your smile (may your smile)
Shine on (shine on)
Don't be scared (don't be scared)
Your destiny may keep you warm

'Cause all of the stars
Are fading away
Just try not to worry
You'll see them some day
Take what you need
And be on your way
And stop crying your heart out

Get up (get up)
Come on (come on)
Why're you scared? (I'm not scared)
You'll never change
What's been and gone

'Cause all of the stars
Are fading away
Just try not to worry
You'll see them some day
Take what you need
And be on your way
And stop crying your heart out

'Cause all of the stars
Are fading away
Just try not to worry
You'll see them some day
Just take what you need
And be on your way
And stop crying your heart out

We're all of us stars
We're fading away
Just try not to worry
You'll see us some day
Just take what you need
And be on your way
And stop crying your heart out
Stop crying your heart out
Stop crying your heart out
Stop crying your heart out",2002
Inevitable,Shakira,https://www.azlyrics.com/lyrics/shakira/inevitable.html,"Si es cuestion de confesar
No sÃ© preparar cafÃ©
Y no entiendo de futbol
Creo que alguna vez fui infiel
Juego mal hasta el parkÃ©s
Y jamÃ¡s uso reloj

Y para ser mÃ¡s franca
Nadie piensa en ti como lo hago yo
AÃºnque te dÃ© lo mismo

Si es cuestion de confesar
Nunca duermo antes de diez
Ni me baÃ±o los domingos
La verdad es que tambiÃ©n
Lloro una vez al mÃ©s
Sobre todo cuÃ¡ndo hay frÃ­o

Conmigo nada es fÃ¡cil
Ya debes saber
Me conoces biÃ©n
Y sin ti todo es tan aburrido

El cielo estÃ¡ cansado
Ya de ver la lluvia caer
Y cada dÃ­a que pasa es uno mÃ¡s
Parecido a ayer
No encuentro forma alguna de olvidarte
Porque seguir amandote es inevitable

Siempre supe que es mejor
CuÃ¡ndo hay que hablar de dos
Empezar por uno mismo
Ya sabrÃ¡s la situaciÃ³n
Aqui todo estÃ¡ peor
Pero al menos aÃºn respiro

No tienes que decirlo
No vas a volver
Te conozco biÃ©n
Ya buscarÃ© que hacer conmigo

El cielo estÃ¡ cansado
Ya de ver la lluvia caer
Y cada dÃ­a que pasa es uno mÃ¡s
Parecido a ayer
No encuentro forma alguna de olvidarte
Porque seguir amandote es inevitable
Siempre supe que es mejor
CuÃ¡ndo hay que hablar de dos
Empezar por uno mismo",1998
Behind Blue Eyes,Limp Bizkit,https://www.azlyrics.com/lyrics/limpbizkit/behindblueeyes.html,"No one knows what it's like
To be the bad man
To be the sad man
Behind blue eyes
And no one knows what it's like
To be hated
To be fated
To telling only lies

But my dreams they aren't as empty
As my conscience seems to be
I have hours, only lonely
My love is vengeance
That's never free

No one knows what it's like
To feel these feelings
Like I do,
And I blame you!
No one bites back as hard
On their anger
None of my pain and woe
Can show through

But my dreams they aren't as empty
As my conscience seems to be
I have hours, only lonely
My love is vengeance
That's never free

Discover

[4x]
L.I.M.P.
Say it
Discover

No one knows what it's like
To be mistreated,
To be defeated
Behind blue eyes
No one knows how to say
That they're sorry
And don't worry
I'm not telling lies

But my dreams they aren't as empty
As my conscience seems to be
I have hours, only lonely
My love is vengeance
That's never free

No one knows what it's like
To be the bad man,
To be the sad man
Behind blue eyes.",2003
Between the Bars,Elliott Smith,https://www.azlyrics.com/lyrics/elliottsmith/betweenthebars.html,"Drink up baby, stay up all night
With the things you could do
You won't but you might
The potential you'll be
That you'll never see
The promises you'll only make

Drink up with me now
And forget all about
The pressure of days
Do what I say
And I'll make you okay
And drive them away
The images stuck in your head

People you've been before
That you don't want around anymore
That push and shove and won't bend to your will
I'll keep them still

Drink up baby, look at the stars
I'll kiss you again between the bars
Where I'm seeing you there
With your hands in the air
Waiting to finally be caught

Drink up one more time
And I'll make you mine
Keep you apart,
Deep in my heart
Separate from the rest,
Where I like you the best
And keep the things you forgot

The people you've been before
That you don't want around anymore
That push and shove and won't bend to your will
I'll keep them still",1997
