song,artist,url,lyrics,year
1985,Bowling for Soup,https://www.azlyrics.com/lyrics/bowlingforsoup/1985.html,"Debbie just hit the wall
She never had it all
One Prozac a day
Husband's a CPA
Her dreams went out the door
When she turned twenty four
Only been with one man
What happened to her plan?

She was gonna be an actress
She was gonna be a star
She was gonna shake her ass
On the hood of Whitesnake's car
Her yellow SUV is now the enemy
Looks at her average life
And nothing has been alright

since Bruce Springsteen, Madonna
Way before Nirvana
There was U2 and Blondie
And music still on MTV
Her two kids in high school
They tell her that she's uncool
'Cause she's still preoccupied
With 19, 19, 1985

1985

She's seen all the classics
She knows every line
Breakfast Club, Pretty in Pink
Even Saint Elmo's Fire
She rocked out to Wham
Not a big Limp Bizkit fan
Thought she'd get a hand
On a member of Duran Duran

Where's the mini-skirt made of snake skin
And who's the other guy that's singing in Van Halen
When did reality become T.V.
Whatever happened to sitcoms, game shows
(on the radio was)

Springsteen, Madonna
Way before Nirvana
There was U2 and Blondie
And music still on MTV
Her two kids in high school
They tell her that she's uncool
'Cause she's still preoccupied
With 19, 19, 1985

She hates time make it stop
When did MÃ¶tley CrÃ¼e become classic rock?
And when did Ozzy become an actor?
Please make this stop, stop, stop!
And bring back

Springsteen, Madonna
Way before Nirvana
There was U2 and Blondie
And music still on MTV
Her two kids in high school
They tell her that she's uncool
'Cause she's still preoccupied
With 1985

Bruce Springsteen, Madonna
Way before Nirvana
There was U2 and Blondie
And music still on MTV
Her two kids in high school
They tell her that she's uncool
'Cause she's still preoccupied
With 19, 19, 1985",2004
You Give Me Something,James Morrison,https://www.azlyrics.com/lyrics/jamesmorrison/yougivemesomething.html,"You only stay with me in the morning
You only hold me when I sleep
I was meant to tread the water
But now I've gotten in too deep

For every piece of me that wants you
Another piece backs away

You give me something
That makes me scared alright
This could be nothing 
But I'm willing to give it a try
Please give me something
Because someday I might know my heart

You only waited up for hours
Just to spend a little time alone with me
And I can say I've never bought you flowers
I can't work out what they mean

I never thought that I'd love someone
That was someone else's dream

You give me something
That makes me scared alright
This could be nothing 
But I'm willing to give it a try
Please give me something
Because someday I might call you from my heart

But it might be a second too late
And the words that I could never say
Are gonna come out anyway

You give me something
That makes me scared alright
This could be nothing 
But I'm willing to give it a try
Please give me something

You give me something
That makes me scared alright
This could be nothing 
But I'm willing to give it a try
Please give me something
Because someday I might know my heart

Know my heart, know my heart, know my heart",2006
Lookin' Out My Back Door,Creedence Clearwater Revival,https://www.azlyrics.com/lyrics/creedenceclearwaterrevival/lookinoutmybackdoor.html,"Just got home from Illinois, lock the front door, oh boy!
Got to sit down, take a rest on the porch.
Imagination sets in, pretty soon I'm singin',

[CHORUS:]
Doo, doo, doo, Lookin' out my back door.

There's a giant doing cartwheels, a statue wearin' high heels.
Look at all the happy creatures dancing on the lawn.
A dinosaur Victrola list'ning to Buck Owens.

[CHORUS]

Tambourines and elephants are playing in the band.
Won't you take a ride on the flyin' spoon?
Doo, doo doo.
Wond'rous apparition provided by magician.

[CHORUS]

Tambourines and elephants are playing in the band.
Won't you take a ride on the flyin' spoon?
Doo, doo doo.
Bother me tomorrow, today, I'll buy no sorrows.

[CHORUS]

Forward troubles Illinois, lock the front door, oh boy!
Look at all the happy creatures dancing on the lawn.
Bother me tomorrow, today, I'll buy no sorrows.

[CHORUS]",1970
Lucy in the Sky with Diamonds,The Beatles,https://www.azlyrics.com/lyrics/beatles/lucyintheskywithdiamonds.html,"Picture yourself in a boat on a river
With tangerine trees and marmalade skies
Somebody calls you, you answer quite slowly
A girl with kaleidoscope eyes

Cellophane flowers of yellow and green
Towering over your head
Look for the girl with the sun in her eyes
And she's gone

Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Aaaaahhhhh...

Follow her down to a bridge by a fountain
Where rocking horse people eat marshmallow pies
Everyone smiles as you drift past the flowers
That grow so incredibly high

Newspaper taxis appear on the shore
Waiting to take you away
Climb in the back with your head in the clouds
And you're gone

Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Aaaaahhhhh...

Picture yourself on a train in a station
With plasticine porters with looking glass ties
Suddenly someone is there at the turnstile
The girl with the kaleidoscope eyes

Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Aaaaahhhhh...
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Aaaaahhhhh...
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds [fade out]",1967
All My Loving,The Beatles,https://www.azlyrics.com/lyrics/beatles/allmyloving.html,"Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

I'll pretend that I'm kissing
The lips I am missing
And hope that my dreams will come true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my loving I will send to you
All my loving, darling I'll be true

Close your eyes and I'll kiss you
Tomorrow I'll miss you
Remember I'll always be true
And then while I'm away
I'll write home every day
And I'll send all my loving to you

All my loving I will send to you
All my loving, darling I'll be true
All my loving, all my loving ooh
All my loving I will send to you",1963
Drive My Car,The Beatles,https://www.azlyrics.com/lyrics/beatles/drivemycar.html,"Asked a girl what she wanted to be
She said baby, ""Can't you see
I wanna be famous, a star of the screen
But you can do something in between""

Baby you can drive my car
Yes I'm gonna be a star
Baby you can drive my car
And maybe I'll love you

I told the girl that my prospects were good
She said baby, ""It's understood
Working for peanuts is all very fine
But I can show you a better time""

Baby you can drive my car
Yes I'm gonna be a star
Baby you can drive my car
And maybe I'll love you
Beep beep mm, beep beep yeah

Baby you can drive my car
Yes I'm gonna be a star
Baby you can drive my car
And maybe I'll love you

I told that girl I can start right away
And she said, ""Listen baby I've got something to say
I got no car and it's breaking my heart
But I've found a driver and that's a start""

Baby you can drive my car
Yes I'm gonna be a star
Baby you can drive my car
And maybe I'll love you
Beep beep mm beep beep yeah
Beep beep mm beep beep yeah
Beep beep mm beep beep yeah
Beep beep mm beep beep yeah (fade out)",1965
More Than a Feeling,Boston,https://www.azlyrics.com/lyrics/boston/morethanafeeling.html,"I looked out this morning and the sun was gone
Turned on some music to start my day
I lost myself in a familiar song
I closed my eyes and I slipped away

It's more than a feeling
(more than a feeling)
When I hear that old song they used to play
(more than a feeling)
And I begin dreaming
(more than a feeling)
'Til I see Marianne walk away
I see my Marianne walkin' away

So many people have come and gone
Their faces fade as the years go by
Yet I still recall as I wander on
As clear as the sun in the summer sky

It's more than a feeling
(more than a feeling)
When I hear that old song they used to play
(more than a feeling)
And I begin dreaming
(more than a feeling)
'Til I see Marianne walk away
I see my Marianne walkin' away

When I'm tired and thinking cold
I hide in my music, forget the day
And dream of a girl I used to know
I closed my eyes and she slipped away
She slipped away

It's more than a feeling
(more than a feeling)
When I hear that old song they used to play
(more than a feeling)
And I begin dreaming
(more than a feeling)
'Til I see Marianne walk away",1976
Be OK,Ingrid Michaelson,https://www.azlyrics.com/lyrics/ingridmichaelson/beok.html,"I just want to be ok, be ok, be ok
I just want to be ok today
I just want to be ok, be ok, be ok
I just want to be ok today

I just want to feel today, feel today, feel today
I just want to feel something today
I just want to feel today, feel today, feel today
I just want to feel something today

[CHORUS:]
Open me up and you will see
I'm a gallery of broken hearts
I'm beyond repair, let me be
And give me back my broken parts

I just want to know today, know today, know today
I just want to know something today
I just want to know today, know today, know today
Know that maybe I will be ok

[CHORUS]

Just give me back my pieces
Just give them back to me please
Just give me back my pieces
And let me hold my broken parts

I just want to be ok, be ok, be ok
I just want to be ok today
I just want to be ok, be ok, be ok
I just want to be ok today

I just want to feel today, feel today, feel today
I just want to feel something today
I just want to know today, know today, know today
Know that maybe I will be ok
Know that maybe I will be ok
Know that maybe I will be ok",2008
You Really Got Me,The Kinks,https://www.azlyrics.com/lyrics/kinks/youreallygotme.html,"Girl, you really got me goin'
You got me so I don't know what I'm doin'
Yeah, you really got me now
You got me so I can't sleep at night

Yeah, you really got me now
You got me so I don't know what I'm doin', now
Oh yeah, you really got me now
You got me so I can't sleep at night

You Really Got Me
You Really Got Me
You Really Got Me

See, don't ever set me free
I always wanna be by your side
Girl, you really got me now
You got me so I can't sleep at night

Yeah, you really got me now
You got me so I don't know what I'm doin', now
Oh yeah, you really got me now
You got me so I can't sleep at night

You Really Got Me
You Really Got Me
You Really Got Me
Oh no...

[Solo]

See, don't ever set me free
I always wanna be by your side
Girl, you really got me now
You got me so I can't sleep at night

Yeah, you really got me now
You got me so I don't know what I'm doin', now
Oh yeah, you really got me now
You got me so I can't sleep at night

You Really Got Me
You Really Got Me
You Really Got Me",1964
I Say a Little Prayer,Aretha Franklin,https://www.azlyrics.com/lyrics/arethafranklin/isayalittleprayer.html,"The moment I wake up
Before I put on my makeup
I say a little prayer for you
While combing my hair now
And wondering what dress to wear now
I say a little prayer for you

Forever and ever, you'll stay in my heart
And I will love you
Forever and ever, we never will part
Oh, how I love you
Together, forever, that's how it must be
To live without you
Would only mean heartbreak for me

I run for the bus, dear
While riding I think of us, dear
I say a little prayer for you
At work I just take time
And all through my coffee break time
I say a little prayer for you

Forever and ever, you'll stay in my heart
And I will love you
Forever and ever we never will part
Oh, how I'll love you
Together, forever, that's how it must be
To live without you
Would only mean heartbreak for me

I say a little prayer for you
I say a little prayer for you

My darling, believe me
(Believe me)
For me there is no one but you
Please love me too
(Answer my prayer)
And I'm in love with you
(Answer my prayer)
Answer my prayer now, babe
(Answer my prayer)

Forever and ever, you'll stay in my heart
And I will love you
Forever and ever we never will part
Oh, how I'll love you
Together, forever, that's how it must be
To live without you
Would only mean heartbreak for me",1968
