song,artist,url,lyrics,year
Shadow of the Day,Linkin Park,https://www.azlyrics.com/lyrics/linkinpark/shadowoftheday.html,"I close both locks below the window
I close both blinds and turn away

Sometimes solutions aren't so simple
Sometimes goodbye's the only way

And the sun will set for you
The sun will set for you

And the shadow of the day
Will embrace the world in grey

And the sun will set for you

In cards and flowers on your window
Your friends all plead for you to stay

Sometimes beginnings aren't so simple
Sometimes goodbye's the only way

And the sun will set for you
The sun will set for you

And the shadow of the day
Will embrace the world in grey

And the sun will set for you

And the shadow of the day
Will embrace the world in grey

And the sun will set for you

And the shadow of the day
Will embrace the world in grey

And the sun will set for you",2007
Shadow,Britney Spears,https://www.azlyrics.com/lyrics/britneyspears/shadow.html,"Your bodyâs warm
But you are not
You give a little
Not a lot
You coup your love
Until we kiss
Youâre all I want
But not like this
Iâm watching you disappear
But you, you were never here

Itâs only your shadow
Never yourself
Itâs only your shadow
Nobody else
Itâs only your shadow
Filling the room
Arriving too late
And leaving too soon
And leaving too soon

Your body gives
But then holds back
The sun is bright
The sky is black
Can only be another sign
I cannot keep what isnât mine
Your laughter it lingers on
But you, you were almost gone

Itâs only your shadow
Never yourself
Itâs only your shadow
Nobody else
Itâs only your shadow
Filling the room
Arriving too late
And leaving too soon
And leaving too soon

How can I tell if you mean what you say
You say it so loud, but you sound far away
Maybe I had just a glimpse of your soul
Or was that your shadow I saw on the wall
Iâm watching you disappear
But you, you were never here

Itâs only your shadow
Never yourself
Itâs only your shadow
Nobody else
Itâs only your shadow
Filling the room
Arriving too late
No, no, no
Itâs only your shadow
Itâs only your shadow
Nobody else
Itâs only your shadow
Arriving too late
And leaving too soon

Itâs only your shadow",2003
The Rip,Portishead,https://www.azlyrics.com/lyrics/portishead/therip.html,"As she walks in the room
Scented and tall
Hesitating once more
And as I take on myself
And the bitterness I felt
I realise that love flows

Wild, white horses
They will take me away
And the tenderness I feel
Will send the dark underneath
Will I follow?

Through the glory of life
I will scatter on the floor
Disappointed and sore
And in my thoughts I have bled
For the riddles I've been fed
Another lie moves over

Wild, white horses
They will take me away
And the tenderness I feel
Will send the dark underneath
Will I follow?

Wild, white horses
They will take me away
And the tenderness I feel
Will send the dark underneath
Will I follow?",2008
Brothers on a Hotel Bed,Death Cab for Cutie,https://www.azlyrics.com/lyrics/deathcabforcutie/brothersonahotelbed.html,"You may tire of me as our December sun is setting because I'm not who I used to be
No longer easy on the eyes but these wrinkles masterfully disguise
The youthful boy below who turned your way and saw 
Something he was not looking for: both a beginning and an end 
But now he lives inside someone he does not recognize 
When he catches his reflection on accident 

On the back of a motor bike 
With your arms outstretched trying to take flight 
Leaving everything behind 
But even at our swiftest speed we couldn't break from the concrete 
In the city where we still reside. 
And I have learned that even landlocked lovers yearn for the sea like navy men 
Cause now we say goodnight from our own separate sides 
Like brothers on a hotel bed 
Like brothers on a hotel bed 
Like brothers on a hotel bed 
Like brothers on a hotel bed 

You may tire of me
As our December sun is setting
Because I'm not who I used to be",2005
Bad Day,Daniel Powter,https://www.azlyrics.com/lyrics/danielpowter/badday.html,"Where is the moment we needed the most
You kick up the leaves and the magic is lost
They tell me your blue skies fade to grey
They tell me your passion's gone away
And I don't need no carryin' on

You stand in the line just to hit a new low
You're faking a smile with the coffee to go
You tell me your life's been way off line
You're falling to pieces every time
And I don't need no carryin' on

'Cause you had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me don't lie
You work at a smile and you go for a ride
You had a bad day
The camera don't lie
You're coming back down and you really don't mind
You had a bad day
You had a bad day

Well, you need a blue sky holiday
The point is they laugh at what you say
And I don't need no carryin' on

You had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me don't lie
You work at a smile and you go for a ride
You had a bad day
The camera don't lie
You're coming back down and you really don't mind
You had a bad day

(Oh, on a holiday)

Sometimes the system goes on the blink
And the whole thing turns out wrong
You might not make it back and you know
That you could be well, oh, that strong
And I'm not wrong

(Yeah, yeah, yeah, yeah)

So where is the passion when you need it the most
Oh, you and I
You kick up the leaves and the magic is lost

'Cause you had a bad day
You're taking one down
You sing a sad song just to turn it around
You say you don't know
You tell me don't lie
You work at a smile and you go for a ride
You had a bad day
You've seen what you like
And how does it feel for one more time
You had a bad day
You had a bad day

Had a bad day
Had a bad day
Had a bad day",2005
Sleeping with Ghosts,Placebo,https://www.azlyrics.com/lyrics/placebo/sleepingwithghosts.html,"The sea's evaporating
Though it comes as no surprise
These clouds we're seeing
They're explosions in the sky
It seems it's written
But we can't read between the line

Hush
It's okay
Dry your eye
Dry your eye
Soulmate dry your eye
Dry your eye
Soulmate dry your eye
Cause soulmates never die

This one world vision
Turns us in to compromise
What good's religion
When it's each other we despise
Damn the government
Damn their killing
Damn their lies

Hush
It's okay
Dry your eyes
Dry your eyes
Soulmate dry your eyes
Dry your eyes
Soulmate dry your eyes
Cause soulmates never die

Soulmates never die
Never die
Soulmates never die
Never die...
Soulmates never die
Soulmates never die
Soulmates never die
Soulmates never die",2003
Runaway Train,Soul Asylum,https://www.azlyrics.com/lyrics/soulasylum/runawaytrain.html,"Call you up in the middle of the night
Like a firefly without a light
You were there like a blowtorch burning
I was a key that could use a little turning

So tired that I couldn't even sleep
So many secrets I couldn't keep
Promised myself I wouldn't weep
One more promise I couldn't keep

It seems no one can help me now
I'm in too deep
There's no way out
This time I have really lead myself astray

Runaway train never going back
Wrong way on a one-way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Can you help me remember how to smile?
Make it somehow all seem worthwhile
How on earth did I get so jaded?
Life's mysteries seem so faded

I can go where no one else can go
I know what no one else knows
Here I am, just drowning in the rain
With a ticket for a runaway train

And everything seems cut and dry
Day and night
Earth and sky
Somehow I just don't believe it

Runaway train never going back
Wrong way on a one-way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Bought a ticket for a runaway train
Like a madman laughing at the rain
A little out of touch, a little insane
It's just easier than dealing with the pain

Runaway train never going back
Wrong way on a one-way track
Seems like I should be getting somewhere
Somehow I'm neither here nor there

Runaway train never coming back
Runaway train tearing up the track
Runaway train burning in my veins
I run away but it always seems the same",1992
Mysterons,Portishead,https://www.azlyrics.com/lyrics/portishead/mysterons.html,"Inside your pretending
Crimes have been swept aside
Somewhere where they can forget 

Divine upper reaches
Still holding on
This ocean will not be grasped
All for nothing

Did you really want
Did you really want
Did you really want
Did you really want

[INSTRUMENTAL]

Refuse to surrender
Strung out until ripped apart
Who dares, dares to condemn
All for nothing

Did you really want
Did you really want
Did you really want
Did you really want",1994
Me and a Gun,Tori Amos,https://www.azlyrics.com/lyrics/toriamos/meandagun.html,"5 am
Friday morning
Thursday night
Far from sleep
I'm still up and driving
Can't go home
Obviously
So I'll just change direction
Cause they'll soon know where I live
And I wanna live

Got a full tank and some chips
It was me and a gun
And a man on my back
And I sang ""holy holy"" as he buttoned down his pants
You can laugh
It's kind of funny things you think
At times like these
Like I haven't seen Barbados
So I must get out of this

Yes I wore a slinky red thing
Does that mean I should spread
For you, your friends, your father, Mr. Ed

Me and a gun
And a man
On my back
But I haven't seen Barbados
So I must get out of this

And I know what this means
Me and Jesus a few years back
Used to hang and he said
""It's your choice babe just remember
I don't think you'll be back in 3 days time
So you choose well""
Tell me what's right
Is it my right to be on my stomach
Of Fred's Seville

Me and a gun
And a man
On my back
But I haven't seen Barbados
So I must get out of this

And do you know Carolina
Where the biscuits are soft and sweet
These things go through you head
When there's a man on your back
And you're pushed flat on your stomach
It's not a classic Cadillac

Me and a gun
And a man
On my back
But I haven't seen Barbados
So I must get out of this",1992
Names,Cat Power,https://www.azlyrics.com/lyrics/catpower/names.html,"His name was Perry
He had a learning difficulty
His father was a very mean man
His father burned his skin
His father sent him to his death
He was ten years old
He was ten years old
He was ten years old

Her name was Naomi
Beautiful round face, so ashamed
Told me how to please a man
After school in the back of a bus
She was doin' it every day
She was eleven years old
She was eleven years old
She was eleven years old

Her name was Sheryl
Black hair, like an electric space
She would pretty paint my face
She was a very good friend
Her father would come to her in the night
She was twelve years old
She was twelve years old
She was twelve years old

His name was Donovan
He was a very good friend
The cards were stacked against him
He was selling cocaine
The last time I saw him
He was thirteen years old
He was thirteen years old
He was thirteen years old

His name was Charles
He said he was in love with me
We were both fourteen
Then I had to move away
Then he began to smoke crack
Then he had to sell ass
I don't know where he is
I don't know where they are",2003
By Your Side,Sade,https://www.azlyrics.com/lyrics/sade/byyourside.html,"You think I'd leave your side baby
You know me better than that
You think I'd leave you down when you're down on your knees
I wouldn't do that
I'll tell you you're right when you want
Ha ah ah ah ah ah
And if only you could see into me

Oh, when you're cold
I'll be there
Hold you tight to me

When you're on the outside baby and you can`t get in
I will show you you're so much better than you know
When you're lost and you're alone and you can't get back again
I will find you darling and I will bring you home

And if you want to cry
I am here to dry your eyes
And in no time
You'll be fine

You think I'd leave your side baby
You know me better than that
You think I'd leave you down when you're down on your knees
I wouldn't do that
I'll tell you you're right when you want
Ha ah ah ah ah ah
And if only you could see into me

Oh when you're cold
I'll be there
Hold you tight to me
Oh when you're low
I'll be there
By your side baby

Oh when you're cold
I'll be there
Hold you tight to me
Oh when you're low
I'll be there
By your side baby",2000
Frozen,Madonna,https://www.azlyrics.com/lyrics/madonna/frozen.html,"You only see what your eyes want to see
How can life be what you want it to be
You're frozen
When your heart's not open

You're so consumed with how much you get
You waste your time with hate and regret
You're broken
When your heart's not open

Mmmmmm, if I could melt your heart
Mmmmmm, we'd never be apart
Mmmmmm, give yourself to me
Mmmmmm, you hold the key

Now there's no point in placing the blame
And you should know I suffer the same
If I lose you
My heart will be broken

Love is a bird, she needs to fly
Let all the hurt inside of you die
You're frozen
When your heart's not open

Mmmmmm, if I could melt your heart
Mmmmmm, we'd never be apart
Mmmmmm, give yourself to me
Mmmmmm, you hold the key

You only see what your eyes want to see
How can life be what you want it to be
You're frozen
When your heart's not open

Mmmmmm, if I could melt your heart
Mmmmmm, we'd never be apart
Mmmmmm, give yourself to me
Mmmmmm, you hold the key

If I could melt your heart
Mmmmmm, we'd never be apart
Mmmmmm, give yourself to me
Mmmmmm, you hold the key

If I could melt your heart",1998
4 in the Morning,Gwen Stefani,https://www.azlyrics.com/lyrics/gwenstefani/4inthemorning.html,"Waking up to find another day
The moon got lost again last night
But now the sun has finally had its say
I guess I feel alright

But it hurts when I think
When I let it sink in
It's all over me
I'm lying here in the dark
I'm watching you sleep, it hurts a lot

And all I know is
You've got to give me everything
Nothing less cause
You know I give you all of me

[CHORUS]
I give you everything that I am
I'm handin' over everything that I've got
Cause I wanna have a really true love
Don't ever wanna have to go and give you up
Stay up till Four In The Morning and the tears are pouring
And I want to make it worth the fight
What have we been doing for all this time?
Baby if we're gonna do it, come on do it right

All I wanted was to know I'm safe
Don't want to lose the love I've found
Remember when you said that you would change
Don't let me down
It's not fair how you are
I can't be complete, can you give me more?

And all I know is
You got to give me everything
And nothing less cause
You know I give you all of me

[CHORUS]
I give you everything that I am
I'm handin' over everything that I've got
Cause I wanna have a really true love
Don't ever wanna have to go and give you up
Stay up till Four In The Morning and the tears are pouring
And I want to make it worth the fight
What have we been doing for all this time?
Baby if we're gonna do it, come on do it right

Oh please, you know what I need
Save all your love up for me
We can't escape the love
Give me everything that you have

And all I know is
You got to give me everything
And nothing less cause
You know I give you all of me

[CHORUS]
I give you everything that I am
I'm handin' over everything that I've got
Cause I wanna have a really true love
Don't ever wanna have to go and give you up
Stay up till Four In The Morning and the tears are pouring
And I want to make it worth the fight
What have we been doing for all this time?
Baby if we're gonna do it, come on do it right

(Give you everything)
(Give you all of me)",2006
Miss Misery,Elliott Smith,https://www.azlyrics.com/lyrics/elliottsmith/missmisery.html,"I'll fake it through the day
With some help from Johnnie Walker Red
Send the poison rain
Down the drain
To put bad thoughts in my head

With two tickets torn in half
And a lot of nothing to do
Do you miss me, Miss Misery
Like you say you do?

A man in the park
Read the lines in my hand
Told me I'm strong
Hardly ever wrong
I said, ""Man, you're mean.""

You had plans for both of us
That involved a trip out of town
To a place I've seen
In a magazine
That you'd left lying around

I don't have you with me
But I keep a good attitude
Do you miss me, Miss Misery
Like you say you do?

I know you'd rather see me gone
Than to see me the way that I am
But I am in the life anyway

Next door the TV's flashing blue frames on the wall
It's a comedy
Of errors, you see
It's about taking a fall

To vanish into oblivion
It's easy to do
And I try to be
But you know me
I come back when you want me to

Do you miss me, Miss Misery
Like you say you do?",
Comfortable,John Mayer,https://www.azlyrics.com/lyrics/johnmayer/comfortable.html,"I just remembered, that time at the market
snuck up behind me and jumped on my shopping cart
And rode down, aisle 5
you looked behind you to smile back at me
crashed into a rack full of magazines
they asked us if we could leave.

Can't remember, what went wrong last September
Though I'm sure that you'd remind me, if you had to

Our love was, comfortable and
so broken in

I sleep with this new girl i'm still getting used to
my friends all approve, say she's gonna be good for you
they throw me, high fives

She says the bible is all that she reads
and prefers that I not use profanity
your mouth was, so dirty

Life of the party
and she swears that she's artsy
but you could distinguish
Miles from Coltrane

Our love was, comfortable and
so broken in
she's perfect, so flawless
or so they say, say

She thinks I can't see the smile that she's fakin'
and poses for pictures that aren't being taken
I loved you
grey sweat pants, no makeup, so perfect

Our love was, comfortable and
so broken in
she's perfect, so flawless
I'm not impressed, I want you back.",P:  
The Crawl,Placebo,https://www.azlyrics.com/lyrics/placebo/thecrawl.html,"It takes the pain away
that could not make you stay
it's way to broke to fix
no glue, no bag of tricks

Lay me down, the lie will unfurl
lay me down to crawl.

Your smile would make me sneeze
when we were Siamese
Amazing grace in here
I'd pay to have you near.

Lay me down, the lie will unfurl
lay me down to crawl.

Don't go and lose your face
at some stranger's place
and don't forget to breathe
and pay before you leave

Lay me down, the lie will unfurl
lay me down to crawl.
Lay me down, the lie will unfurl
lay me down to crawl.",1998
