song,artist,url,lyrics,year
Never Is a Promise,Fiona Apple,https://www.azlyrics.com/lyrics/fionaapple/neverisapromise.html,"You'll never see the courage I know
Its colors' richness won't appear within your view
I'll never glow the way that you glow
Your presence dominates the judgements made on you

But as the scenery grows
I see in different lights
The shades and shadows
Undulate in my perception
My feelings swell and stretch
I see from greater heights
I understand what I am
Still too proud to mention
To you

You'll say you understand
But you don't understand
You'll say you'd never give up
Seeing eye to eye
But never is a promise
And you can't afford to lie

You'll never touch these things that I hold
The skin of my emotions lies beneath my own
You'll never feel the heat of this soul
My fever burns me deeper than I've ever shown
To you

You'll say don't fear your dreams
It's easier than it seems
You'll say you'd never
Let me fall from hopes so high
But never is a promise
And you can't afford to lie

You'll never live
This life that I live
I'll never live the life
That wakes me in the night

You'll never hear
The message I give
You'll say it looks as though
I might give up this fight

But as the scenery grows
I see in different lights
The shades and shadows
Undulate in my perception
My feelings swell and stretch
I see from greater heights
I realise what I am now
Too smart to mention
To you

You'll say you understand
You'll never understand
I'll say I'll never wake up
Knowing how or why
I don't know what to believe in
You don't know who I am
You'll say I need appeasing
When I start to cry
But never is a promise
And I'll never need a lie",1996
Need You Now,Lady Antebellum,https://www.azlyrics.com/lyrics/ladyantebellum/needyounow.html,"Picture perfect memories scattered all around the floor
Reaching for the phone 'cause I can't fight it anymore

And I wonder if I ever cross your mind?
For me it happens all the time

It's a quarter after one, I'm all alone and I need you now
Said I wouldn't call but I've lost all control and I need you now
And I don't know how I can do without
I just need you now

Another shot of whiskey, can't stop looking at the door
Wishing you'd come sweeping in the way you did before

And I wonder if I ever cross your mind?
For me it happens all the time

It's a quarter after one, I'm a little drunk and I need you now
Said I wouldn't call but I've lost all control and I need you now
And I don't know how I can do without
I just need you now

Oh, whoa
Guess I'd rather hurt than feel nothing at all

It's a quarter after one, I'm all alone and I need you now
And I said I wouldn't call but I'm a little drunk and I need you now
And I don't know how I can do without
I just need you now
I just need you now
Oh, baby, I need you now",2010
Beautiful,Christina Aguilera,https://www.azlyrics.com/lyrics/christinaaguilera/beautiful.html,"[Spoken]
Don't look at me

Every day is so wonderful
Then suddenly it's hard to breathe
Now and then I get insecure
From all the pain, I'm so ashamed

I am beautiful no matter what they say
Words can't bring me down
I am beautiful in every single way
Yes, words can't bring me down... Oh no
So don't you bring me down today

To all your friends you're delirious
So consumed in all your doom
Trying hard to fill the emptiness
The pieces gone, left the puzzle undone
Is that the way it is?

You are beautiful no matter what they say
Words can't bring you down...oh no
You are beautiful in every single way
Yes, words can't bring you down, oh, no
So don't you bring me down today

No matter what we do
(No matter what we do)
No matter what we say
(No matter what we say)
We're the song inside the tune
Full of beautiful mistakes

And everywhere we go
(And everywhere we go)
The sun will always shine
(The sun will always, always shine)
And tomorrow we might wake on the other side

We are beautiful no matter what they say
Yes, words won't bring us down, no, no
We are beautiful in every single way
Yes, words can't bring us down, oh, no
So don't you bring me down today

Oh, yeah, don't you bring me down today, yeah, ooh
Don't you bring me down ooh... today",2002
Hey There Delilah,Plain White T's,https://www.azlyrics.com/lyrics/plainwhitets/heytheredelilah.html,"Hey there, Delilah
What's it like in New York City?
I'm a thousand miles away
But girl, tonight you look so pretty
Yes you do
Times Square can't shine as bright as you
I swear it's true

Hey there, Delilah
Don't you worry about the distance
I'm right there if you get lonely
Give this song another listen
Close your eyes
Listen to my voice, it's my disguise
I'm by your side

Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
What you do to me

Hey there, Delilah
I know times are getting hard
But just believe me, girl
Someday I'll pay the bills with this guitar
We'll have it good
We'll have the life we knew we would
My word is good

Hey there, Delilah
I've got so much left to say
If every simple song I wrote to you
Would take your breath away
I'd write it all
Even more in love with me you'd fall
We'd have it all

Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me

A thousand miles seems pretty far
But they've got planes and trains and cars
I'd walk to you if I had no other way
Our friends would all make fun of us
And we'll just laugh along because we know
That none of them have felt this way
Delilah, I can promise you
That by the time we get through
The world will never ever be the same
And you're to blame

Hey there, Delilah
You be good and don't you miss me
Two more years and you'll be done with school
And I'll be making history like I do
You'll know it's all because of you
We can do whatever we want to
Hey there, Delilah, here's to you
This one's for you

Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
Oh it's what you do to me
What you do to me",P:  
Teardrops on My Guitar,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/teardropsonmyguitar.html,"Drew looks at me
I fake a smile so he won't see
That I want and I'm needing
Everything that we should be

I'll bet she's beautiful, that girl he talks about
And she's got everything that I have to live without

Drew talks to me
I laugh 'cause it's just so funny
That I can't even see
Anyone when he's with me

He says he's so in love, he's finally got it right
I wonder if he knows he's all I think about at night

He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car I keep singing. Don't know why I do

Drew walks by me
Can he tell that I can't breathe?
And there he goes, so perfectly
The kind of flawless I wish I could be

She better hold him tight, give him all her love
Look in those beautiful eyes and know she's lucky 'cause

He's the reason for the teardrops on my guitar
The only thing that keeps me wishing on a wishing star
He's the song in the car I keep singing. Don't know why I do

So, I drive home alone
As I turn out the light
I'll put his picture down
And maybe get some sleep tonight

'Cause he's the reason for the teardrops on my guitar
The only one who's got enough of me to break my heart
He's the song in the car I keep singing. Don't know why I do

He's the time taken up, but there's never enough
And he's all that I need to fall into

Drew looks at me
I fake a smile so he won't see",2006
Better Than Me,Hinder,https://www.azlyrics.com/lyrics/hinder/betterthanme.html,"I think you can do much better than me
After all the lies that I made you believe
Guilt kicks in and I start to see
The edge of the bed
Where your nightgown used to be
I told myself I won't miss you
But I remember
What it feels like beside you
I really miss your hair in my face
And the way your innocence tastes
And I think you should know this
You deserve much better than me

While looking through your old box of notes
I found those pictures I took
That you were looking for
If there's one memory I don't want to lose
That time at the mall
You and me in the dressing room
I told myself I won't miss you
But I remember
What it feels like beside you
I really miss your hair in my face
And the way your innocence tastes
And I think you should know this
You deserve much better than me

The bed I'm lying in is getting colder
Wish I never would've said it's over
And I can't pretend... I won't think about you when I'm older
Cause we never really had our closure
This can't be the end
I really miss your hair in my face
And the way your innocence tastes
And I think you should know this
You deserve much better than me
I really miss your hair in my face
And the way your innocence tastes
And I think you should know this
You deserve much better than me
(And I think you should know this)
(You deserve much better than me)",2005
Make This Go on Forever,Snow Patrol,https://www.azlyrics.com/lyrics/snowpatrol/makethisgoonforever.html,"Please don't let this turn into something it's not
I can only give you everything I've got
I can't be as sorry as you think I should
But I still love you more than anyone else could

All that I keep thinking throughout this whole flight
Is it could take my whole damn life to make this right
This splintered mast I'm holding on won't save me long
Because I know fine well that what I did was wrong

The last girl and the last reason to make this last for as long as I could
First kiss and the first time that I felt connected to anything
The weight of water, the way you taught me to look past everything I had ever learned
The final word in the final sentence you ever uttered to me was love

We have got through so much worse than this before
What's so different this time that you can't ignore
You say it is much more than just my last mistake
And we should spend some time apart for both our sakes

The last girl and the last reason to make this last for as long as I could
First kiss and the first time that I felt connected to anything
The weight of water, the way you taught me to look past everything I had ever learned
The final word in the final sentence you ever uttered to me was love

The last girl and the last reason to make this last for as long as I could
First kiss and the first time that I felt connected to anything
The weight of water, the way you taught me to look past everything I had ever learned
The final word in the final sentence you ever uttered to me was love

And I don't know where to look
My words just break and melt
Please just save me from this darkness [x2]

And I don't know where to look
My words just break and melt
Please just save me from this darkness [x2]",2006
Goodbye Blue Sky,Pink Floyd,https://www.azlyrics.com/lyrics/pinkfloyd/goodbyebluesky.html,"[A child's voice:]
Look, Mummy. There's an airplane up in the sky.

Did, did, did, did you see the frightened ones?
Did, did, did, did you hear the falling bombs?
Did, did, did, did you ever wonder
Why we had to run for shelter
When the promise of a brave new world
Unfurled beneath a clear blue sky?

Did, did, did, did you see the frightened ones?
Did, did, did, did you hear the falling bombs?
The flames are all long gone
But the pain lingers on

Goodbye blue sky
Goodbye blue sky
Goodbye
Goodbye",1979
Stan,Eminem,https://www.azlyrics.com/lyrics/eminem/stan.html,"[Dido:]
My tea's gone cold I'm wondering why I got out of bed at all
The morning rain clouds up my window and I can't see at all
And even if I could it'd all be gray, but your picture on my wall
It reminds me, that it's not so bad, it's not so bad
My tea's gone cold I'm wondering why I got out of bed at all
The morning rain clouds up my window and I can't see at all
And even if I could it'd all be gray, but your picture on my wall
It reminds me, that it's not so bad, it's not so bad

[Eminem as Stan:]
Dear Slim, I wrote you but you still ain't calling
I left my cell, my pager, and my home phone at the bottom
I sent two letters back in autumn, you must not've got 'em
There probably was a problem at the post office or something
Sometimes I scribble addresses too sloppy when I jot 'em
But anyways; fuck it, what's been up? Man, how's your daughter?
My girlfriend's pregnant, too, I'm bout to be a father
If I have a daughter, guess what I'mma call her?
I'mma name her Bonnie
I read about your Uncle Ronnie, too, I'm sorry
I had a friend kill himself over some bitch who didn't want him
I know you probably hear this everyday, but I'm your biggest fan
I even got the underground shit that you did with Skam
I got a room full of your posters and your pictures, man
I like the shit you did with Rawkus, too, that shit was phat
Anyways, I hope you get this, man, hit me back
Just to chat, truly yours, your biggest fan
This is Stan

[Dido:]
My tea's gone cold I'm wondering why I got out of bed at all
The morning rain clouds up my window and I can't see at all
And even if I could it'd all be gray, but your picture on my wall
It reminds me, that it's not so bad, it's not so bad

[Eminem as Stan:]
Dear Slim, you still ain't called or wrote, I hope you have a chance
I ain't mad - I just think it's FUCKED UP you don't answer fans
If you didn't wanna talk to me outside your concert
You didn't have to, but you coulda signed an autograph for Matthew
That's my little brother man, he's only six years old
We waited in the blistering cold for you
For four hours and you just said, ""No""
That's pretty shitty man - you're like his fucking idol
He wants to be just like you man, he likes you more than I do
I ain't that mad though, I just don't like being lied to
Remember when we met in Denver - you said if I'd write you
You would write back - see I'm just like you in a way
I never knew my father neither
He used to always cheat on my mom and beat her
I can relate to what you're saying in your songs
So when I have a shitty day, I drift away and put 'em on
'Cause I don't really got shit else so that shit helps when I'm depressed
I even got a tattoo of your name across the chest
Sometimes I even cut myself to see how much it bleeds
It's like adrenaline, the pain is such a sudden rush for me
See everything you say is real, and I respect you 'cause you tell it
My girlfriend's jealous 'cause I talk about you 24/7
But she don't know you like I know you Slim, no one does
She don't know what it was like for people like us growing up
You gotta call me man, I'll be the biggest fan you'll ever lose
Sincerely yours, Stan
P.S.
We should be together, too

[Dido:]
My tea's gone cold I'm wondering why I got out of bed at all
The morning rain clouds up my window and I can't see at all
And even if I could it'd all be gray, but your picture on my wall
It reminds me, that it's not so bad, it's not so bad

[Eminem as Stan:]
Dear Mister I'm-Too-Good-To-Call-Or-Write-My-Fans,
This'll be the last package I ever send your ass
It's been six months and still no word. I don't deserve it?
I know you got my last two letters;
I wrote the addresses on 'em perfect
So this is my cassette I'm sending you, I hope you hear it
I'm in the car right now, I'm doing 90 on the freeway
Hey Slim, I drank a fifth of vodka, you dare me to drive?
You know the song by Phil Collins ""In the Air Tonight""
About that guy who coulda saved that other guy from drowning
But didn't, then Phil saw it all, then at a show he found him?
That's kinda how this is, you coulda rescued me from drowning
Now it's too late. I'm on a thousand downers now, I'm drowsy
And all I wanted was a lousy letter or a call
I hope you know I ripped all of your pictures off the wall
I loved you, Slim, we coulda been together, think about it
You ruined it now, I hope you can't sleep and you dream about it
And when you dream I hope you can't sleep and you scream about it
I hope your conscience eats at you and you can't breathe without me
See, Slim,âshut up bitch! I'm trying to talk!
Hey, Slim, that's my girlfriend screaming in the trunk,
But I didn't slit her throat, I just tied her up. See, I ain't like you
'Cause if she suffocates she'll suffer more, and then she'll die, too
Well, gotta go, I'm almost at the bridge now
Oh shit, I forgot, how am I supposed to send this shit out?
[*car tires squeal, crash, loud splash*]

[Dido:]
My tea's gone cold I'm wondering why I got out of bed at all
The morning rain clouds up my window and I can't see at all
And even if I could it'd all be gray, but your picture on my wall
It reminds me, that it's not so bad, it's not so bad

[Eminem:]
Dear Stan, I meant to write you sooner but I've just been busy
You said your girlfriend's pregnant now, how far along is she?
Look, I'm really flattered you would call your daughter that
And here's an autograph for your brother
I wrote it on the Starter cap
I'm sorry I didn't see you at the show, I musta missed you
Don't think I did that shit intentionally just to diss you
But what's this shit you said about you like to cut your wrists, too?
I say that shit's just clowning , dawg
C'mon! How fucked up is you?
You got some issues, Stan, I think you need some counseling
To help your ass from bouncing off the walls when you get down some
And what's this shit about us meant to be together?
That type of shit'll make me not want us to meet each other
I really think you and your girlfriend need each other
Or maybe you just need to treat her better
I hope you get to read this letter, I just hope it reaches you in time
Before you hurt yourself, I think that you'll be doing just fine
If you relax a little, I'm glad I inspire you but, Stan
Why are you so mad? Try to understand, that I do want you as a fan
I just don't want you to do some crazy shit
I seen this one shit on the news a couple weeks ago that made me sick
Some dude was drunk and drove his car over a bridge
And had his girlfriend in the trunk, and she was pregnant with his kid
And in the car they found a tape, but they didn't say who it was to
Come to think about it, his name was... it was you
Damn!",2000
People Ain't No Good,Nick Cave & The Bad Seeds,https://www.azlyrics.com/lyrics/nickcavethebadseeds/peopleaintnogood.html,"People just ain't no good
I think that's well understood
You can see it everywhere you look
People just ain't no good

We were married under cherry trees
Under blossom we made our vows
All the blossoms come sailing down
Through the streets and through the playgrounds

The sun would stream on the sheets
Awoken by the morning bird
We'd buy the Sunday newspapers
And never read a single word

People they ain't no good
People they ain't no good
People they ain't no good

Seasons came, seasons went
The winter stripped the blossoms bare
A different tree now lines the streets
Shaking its fists in the air
The winter slammed us like a fist
The windows rattling in the gales
To which she drew the curtains
Made out of her wedding veil

People they ain't no good
People they ain't no good
People they ain't no good at all

To our love send a dozen white lilies
To our love send a coffin of wood
To our love let all the pink-eyed pigeons coo
That people they just ain't no good
To our love send back all the letters
To our love a valentine of blood
To our love let all the jilted lovers cry
That people they just ain't no good

It ain't that in their hearts they're bad
They can comfort you, some even try
They nurse you when you're ill of health
They bury you when you go and die
It ain't that in their hearts they're bad
They'll stick by you if they could
But that's just bullshit baby
People just ain't no good

People they ain't no good
People they ain't no good
People they ain't no good
People they ain't no good at all",1997
